segmento,t_inicio,t_fin,a_x,b_x,c_x,d_x,a_y,b_y,c_y,d_y
16,0.00624740,0.00666389,191663060.26625589,-119738.96718438,-325.11885685,59.07590597,-126802428.05978437,79218.13026710,-107.54734303,78.76590678
17,0.00666389,0.00708038,-191664075.49342346,119740.07521410,-325.11839536,58.93357270,126803198.39676216,-79218.88938278,-107.54765920,78.72569457
18,0.00708038,0.00749688,191663830.87055793,-119740.23568980,-325.11846220,58.80508674,-126803404.80796412,79219.09278727,-107.54757448,78.67632111
19,0.00749688,0.00791337,-191661837.15183094,119739.76956287,-325.11865633,58.66275347,126803460.11559425,-79219.14728932,-107.54759718,78.63610890
20,0.00791337,0.00832986,191654106.89969137,-119737.74457935,-325.11781294,58.53426752,-126803474.93511026,79219.16189302,-107.54759110,78.58673544
21,0.00832986,0.00874636,-191625179.61005938,119730.11077220,-325.12099237,58.39193424,126803478.90593705,-79219.16580600,-107.54759273,78.54652324
22,0.00874636,0.00916285,191517200.70405689,-119701.60052734,-325.10911805,58.26344829,-126803479.96992728,79219.16685448,-107.54759229,78.49714978
23,0.00916285,0.00957934,-191114212.36987418,119595.19335528,-325.15343591,58.12111502,126803480.25506154,-79219.16713543,-107.54759241,78.45693757
24,0.00957934,0.00999584,189610237.93904874,-119198.07491195,-324.98803880,57.99262906,-126803480.33160852,79219.16721075,-107.54759238,78.40756411
25,0.00999584,0.01041233,-183997328.54983157,117716.00831052,-325.60530936,57.85029579,126803480.35226811,-79219.16723108,-107.54759239,78.36735190
26,0.01041233,0.01082882,163049665.42359421,-112184.86034816,-323.30162424,57.72180983,-126803480.35776989,79219.16723656,-107.54759238,78.31797844
27,0.01082882,0.01124531,-151021687.89427212,91542.33509990,-331.89909415,57.57947656,126803480.35911481,-79219.16723795,-107.54759239,78.27776624
28,0.01124531,0.01166181,178982245.55882290,-97156.15039899,-334.23720964,57.44621144,-126803480.35938083,79219.16723824,-107.54759239,78.22839278
29,0.01166181,0.01207830,-190058622.68195120,126478.47545544,-322.02466276,57.30308164,126803480.35949831,-79219.16723828,-107.54759239,78.18818057
30,0.01207830,0.01249479,189442095.15449214,-110995.85525921,-315.57625785,57.17716908,-126803480.35970590,79219.16723839,-107.54759239,78.13880711
31,0.01249479,0.01291129,-192861086.27713993,125708.13702046,-309.44869360,57.04016641,126803480.35982795,-79219.16723854,-107.54759239,78.09859490
32,0.01291129,0.01332778,190192099.93976918,-115267.81417963,-305.10037089,56.91915556,-126803480.35971506,79219.16723854,-107.54759239,78.04922145
33,0.01332778,0.01374427,-193058641.82335356,122373.29361683,-302.14098753,56.78582917,126803480.35953501,-79219.16723840,-107.54759239,78.00900924
34,0.01374427,0.01416077,190232317.33934802,-118849.49916537,-300.67335136,56.66726917,-126803480.35951731,79219.16723832,-107.54759239,77.95963578
35,0.01416077,0.01457726,-193021955.87516239,118841.85944273,-300.67653325,56.53516821,126803480.35962725,-79219.16723838,-107.54759239,77.91942357
36,0.01457726,0.01499375,190045356.14661252,-122335.09500354,-302.13144185,56.41660820,-126803480.35969114,79219.16723846,-107.54759239,77.87005011
37,0.01499375,0.01541025,-192310797.05211395,115122.65944871,-305.13537170,56.28328181,126803480.35964003,-79219.16723846,-107.54759239,77.82983790
38,0.01541025,0.01582674,187387682.04714680,-125165.71670970,-309.31823603,56.16227096,-126803480.35957047,79219.16723839,-107.54759239,77.78046445
39,0.01582674,0.01624323,-182391259.47747412,108971.32874696,-316.06308733,56.02526829,126803480.35953942,-79219.16723837,-107.54759239,77.74025224
40,0.01624323,0.01665973,150367205.84835002,-118922.78971719,-320.20780243,55.89935573,-126803480.35948618,79219.16723835,-107.54759239,77.69087878
41,0.01665973,0.01707622,-110378657.84414153,68957.93395838,-341.01782149,55.75622593,126803480.35949796,-79219.16723830,-107.54759239,77.65066657
42,0.01707622,0.01749271,150367155.17691296,-68957.92340623,-341.01781710,55.61818165,-126803480.35959840,79219.16723837,-107.54759239,77.60129311
43,0.01749271,0.01790920,-182391056.79182225,118922.73695643,-320.20781562,55.47505185,126803480.35959414,-79219.16723843,-107.54759239,77.56108091
44,0.01790920,0.01832570,187386921.97627696,-108971.12825618,-316.06303898,55.34913929,-126803480.35947880,79219.16723836,-107.54759239,77.51170745
45,0.01832570,0.01874219,-192307959.45450512,125164.96750760,-309.31841622,55.21213662,126803480.35941310,-79219.16723829,-107.54759239,77.47149524
46,0.01874219,0.01915868,190034765.82695684,-115119.86313110,-305.13469928,55.09112577,-126803480.35946374,79219.16723828,-107.54759239,77.42212178
47,0.01915868,0.01957518,-192982432.19414982,122324.65893507,-302.13395134,54.95779938,126803480.35953419,-79219.16723835,-107.54759239,77.38190957
48,0.01957518,0.01999167,190084812.93524641,-118802.91148661,-300.66716773,54.83923938,-126803480.35956958,79219.16723837,-107.54759239,77.33253612
49,0.01999167,0.02040816,-192508147.88825318,118704.14340958,-300.70830395,54.70713841,126803480.35963970,-79219.16723839,-107.54759239,77.29232391
50,0.02040816,0.02082466,188137628.60356835,-121830.81854992,-302.01054266,54.58857841,-126803480.35968885,79219.16723846,-107.54759239,77.24295045
51,0.02082466,0.02124115,-185193694.86743486,113243.26966778,-305.58719776,54.45525202,126803480.35961841,-79219.16723845,-107.54759239,77.20273824
52,0.02124115,0.02165764,160827000.85187611,-118152.43403997,-307.63183098,54.33424117,-126803480.35948421,79219.16723837,-107.54759239,77.15336478
53,0.02165764,0.02207414,-149415402.46798888,82797.58784909,-322.35688146,54.19723850,126803480.35941079,-79219.16723829,-107.54759239,77.11315257
54,0.02207414,0.02249063,166299029.24806491,-103893.87712549,-331.14334096,54.06654678,-126803480.35945404,79219.16723828,-107.54759239,77.06377912
55,0.02249063,0.02290712,-149412782.04315847,103893.33143102,-331.14356824,53.92262045,126803480.35950208,-79219.16723834,-107.54759239,77.02356691
56,0.02290712,0.02332362,160816519.15245816,-82794.85937676,-322.35619962,53.79192873,-126803480.35945569,79219.16723834,-107.54759239,76.97419345
57,0.02332362,0.02374011,-185154388.49429533,118142.06584497,-307.63433104,53.65492606,126803480.35941327,-79219.16723828,-107.54759239,76.93398124
58,0.02374011,0.02415660,187990884.81013510,-113204.52535989,-305.57787936,53.53391521,-126803480.35948700,79219.16723829,-107.54759239,76.88460778
59,0.02415660,0.02457309,-191960479.08755955,121686.20951324,-302.04531620,53.40058882,126803480.35962725,-79219.16723837,-107.54759239,76.84439558
60,0.02457309,0.02498959,188040881.52580807,-118164.45157075,-300.57852822,53.28202882,-126803480.35972229,79219.16723846,-107.54759239,76.79502212
61,0.02498959,0.02540608,-185354375.35699314,116788.75316787,-301.15149715,53.14992785,126803480.35976374,-79219.16723849,-107.54759239,76.75480991
62,0.02540608,0.02582257,161566469.88806346,-114807.71749893,-300.32640940,53.03136785,-126803480.35983533,79219.16723851,-107.54759239,76.70543645
63,0.02582257,0.02623907,-152212598.12357137,87066.25570565,-311.88053760,52.89804146,126803480.35988301,-79219.16723858,-107.54759239,76.66522424
64,0.02623907,0.02665556,176748342.83451805,-103120.24757245,-318.56691489,52.77225145,-126803480.35980715,79219.16723857,-107.54759239,76.61585079
65,0.02665556,0.02707205,-188412840.73372257,117723.16288301,-312.48490101,52.63445225,126803480.35965067,-79219.16723849,-107.54759239,76.57563858
66,0.02707205,0.02748855,176612130.90837312,-117694.79721744,-312.47308691,52.51111309,-126803480.35949536,79219.16723838,-107.54759239,76.52626512
67,0.02748855,0.02790504,-151667750.41879371,102978.41924450,-318.60235720,52.37331389,126803480.35942325,-79219.16723829,-107.54759239,76.48605291
68,0.02790504,0.02832153,159523290.99500021,-86527.30805928,-311.75058245,52.24752387,-126803480.35948700,79219.16723829,-107.54759239,76.43667945
69,0.02832153,0.02873803,-177726507.48942065,112793.75524143,-300.81078770,52.11419748,126803480.35961774,-79219.16723837,-107.54759239,76.39646724
70,0.02873803,0.02915452,159572588.94828966,-109271.85178409,-299.34393911,51.99563748,-126803480.35968311,79219.16723845,-107.54759239,76.34709379
71,0.02915452,0.02957101,-151864942.23155710,90110.80829291,-307.32438205,51.86353652,126803480.35961741,-79219.16723845,-107.54759239,76.30688158
72,0.02957101,0.02998751,177351600.20594254,-99641.30611554,-311.29376890,51.74019735,-126803480.35948585,79219.16723837,-107.54759239,76.25750812
73,0.02998751,0.03040400,-191173526.11124030,121955.86198851,-301.99990973,51.60607444,126803480.35941932,-79219.16723829,-107.54759239,76.21729591
74,0.03040400,0.03082049,187051615.04701337,-116911.51757572,-299.89897494,51.48763698,-126803480.35948093,79219.16723829,-107.54759239,76.16792245
75,0.03082049,0.03123698,-190665001.59624738,116805.61909277,-299.94308093,51.35596492,126803480.35959215,-79219.16723837,-107.54759239,76.12771025
76,0.03123698,0.03165348,175317502.14628661,-121426.36957393,-301.86759176,51.23752746,-126803480.35957022,79219.16723842,-107.54759239,76.07833679
77,0.03165348,0.03206997,-144237074.50833315,97629.23494039,-311.77893479,51.10340454,126803480.35938296,-79219.16723834,-107.54759239,76.03812458
78,0.03206997,0.03248646,131095216.11544296,-82592.01600714,-305.51603645,50.98006538,-126803480.35925139,79219.16723819,-107.54759239,75.98875112
79,0.03248646,0.03290296,-137594649.46835279,81208.75381641,-306.09215564,50.84796441,126803480.35930528,-79219.16723817,-107.54759239,75.94853891
80,0.03290296,0.03331945,148747801.98597133,-90712.92398662,-310.05057720,50.72462525,-126803480.35945603,79219.16723826,-107.54759239,75.89916545
81,0.03331945,0.03373594,-157178391.58106235,95144.38794921,-308.20490292,50.59050233,126803480.35961153,-79219.16723836,-107.54759239,75.85895325
82,0.03373594,0.03415244,200949445.38827482,-101246.77187719,-310.74650389,50.46728571,-126803480.35968918,79219.16723845,-107.54759239,75.80957979
83,0.03415244,0.03456893,-222582431.08187842,149835.41727934,-290.50966698,50.33481712,126803480.35964823,-79219.16723846,-107.54759239,75.76936758
84,0.03456893,0.03498542,159334080.32673404,-128276.74150685,-281.53062668,50.22373222,-126803480.35960251,79219.16723840,-107.54759239,75.71999412
85,0.03498542,0.03540192,-114535723.33097936,70807.90696470,-305.46600133,50.09573644,126803480.35965838,-79219.16723840,-107.54759239,75.67978191
86,0.03540192,0.03581841,149547803.46807387,-72302.11802194,-306.08832997,49.97251981,-126803480.35973047,79219.16723847,-107.54759239,75.63040846
87,0.03581841,0.03623490,-183437323.64753473,114554.77927261,-288.49038692,49.84329860,126803480.35976587,-79219.16723849,-107.54759239,75.59019625
88,0.03623490,0.03665140,183910601.93045512,-114646.37480594,-288.52853583,49.72976285,-126803480.35983582,79219.16723852,-107.54759239,75.54082279
89,0.03665140,0.03706789,-185837151.59390077,115146.13072982,-288.32039093,49.60299249,126803480.35988334,-79219.16723858,-107.54759239,75.50061058
90,0.03706789,0.03748438,159147115.25334144,-117053.55889188,-289.11482165,49.48945674,-126803480.35980715,79219.16723857,-107.54759239,75.45123712
91,0.03748438,0.03790087,-150533142.52548575,81797.48057502,-303.79873598,49.36023553,126803480.35965067,-79219.16723849,-107.54759239,75.41102491
92,0.03790087,0.03831737,163969135.89889517,-106290.57755762,-313.99994256,49.23701891,-126803480.35949536,79219.16723838,-107.54759239,75.36165146
93,0.03831737,0.03873386,-147456207.76683164,98585.47729315,-317.20906387,49.09964861,126803480.35942325,-79219.16723829,-107.54759239,75.32143925
94,0.03873386,0.03915035,146839376.21892092,-85658.01429390,-311.82486437,48.97398113,-126803480.35948716,79219.16723829,-107.54759239,75.27206579
95,0.03915035,0.03956685,-139683130.21477318,97814.75899088,-306.76166374,48.83985822,126803480.35961841,-79219.16723837,-107.54759239,75.23185358
96,0.03956685,0.03998334,141357564.86827451,-76716.43244782,-297.97435573,48.71896991,-126803480.35968524,79219.16723845,-107.54759239,75.18248012
97,0.03998334,0.04039983,-183197988.77333528,99906.93056960,-288.31567263,48.59177065,126803480.35962527,-79219.16723845,-107.54759239,75.14226792
98,0.04039983,0.04081633,191143501.03306147,-128995.17951786,-300.43072842,48.47578404,-126803480.35951534,79219.16723838,-107.54759239,75.09289446
99,0.04081633,0.04123282,-157339056.46875218,109834.68433019,-308.41094299,48.34209003,126803480.35952827,-79219.16723832,-107.54759239,75.05268225
100,0.04123282,0.04164931,159196405.89184561,-86757.22296104,-298.79933892,48.22132426,-126803480.35969131,79219.16723839,-107.54759239,75.00330879
101,0.04164931,0.04206581,-179228400.20406190,112155.40414247,-288.22117100,48.09332847,126803480.35973932,-79219.16723852,-107.54759239,74.96309658
102,0.04206581,0.04248230,157426305.73200420,-111786.78686635,-288.06764444,47.97979272,-126803480.35957171,79219.16723845,-107.54759239,74.91372313
103,0.04248230,0.04289879,-150258655.82977968,84914.13658055,-299.25991861,47.85179693,126803480.35944390,-79219.16723831,-107.54759239,74.87351092
104,0.04289879,0.04331529,164591998.63750646,-102830.95608473,-306.72215080,47.73103117,-126803480.35949288,79219.16723829,-107.54759239,74.82413746
105,0.04331529,0.04373178,-150222145.41697946,102823.35291674,-306.72531747,47.59733715,126803480.35962069,-79219.16723837,-107.54759239,74.78392525
106,0.04373178,0.04414827,157280264.08060607,-84876.12074046,-299.25041861,47.47657138,-126803480.35968918,79219.16723845,-107.54759239,74.73455179
107,0.04414827,0.04456476,-178680744.01120079,111642.32667387,-288.10247777,47.34857560,126803480.35962886,-79219.16723846,-107.54759239,74.69433958
108,0.04456476,0.04498126,157151822.77193487,-111615.57921267,-288.09133764,47.23503984,-126803480.35949239,79219.16723838,-107.54759239,74.64496613
109,0.04498126,0.04539775,-149708380.18229139,84742.38343448,-299.28383901,47.10704406,126803480.35942228,-79219.16723829,-107.54759239,74.60475392
110,0.04539775,0.04581424,162665379.00742668,-102315.15115398,-306.60277600,46.98627829,-126803480.35948682,79219.16723829,-107.54759239,74.55538046
111,0.04581424,0.04623074,-143065942.54414871,100931.88633968,-307.17889629,46.85258427,126803480.35961774,-79219.16723837,-107.54759239,74.51516825
112,0.04623074,0.04664723,130582072.21966103,-77826.05936313,-297.55547814,46.73181850,-126803480.35968329,79219.16723845,-107.54759239,74.46579479
113,0.04664723,0.04706372,-145193945.02741128,85333.54774182,-294.42866082,46.60382272,126803480.35961741,-79219.16723845,-107.54759239,74.42558259
114,0.04706372,0.04748022,171177388.94027710,-96083.29319205,-298.90585593,46.48550780,-126803480.35948651,79219.16723837,-107.54759239,74.37620913
115,0.04748022,0.04789671,-181628417.43013686,117799.32522562,-289.86127782,46.35671549,126803480.35942097,-79219.16723829,-107.54759239,74.33599692
116,0.04789671,0.04831320,146564652.41006494,-109141.63782745,-286.25541052,46.24330228,-126803480.35948700,79219.16723829,-107.54759239,74.28662346
117,0.04831320,0.04872970,-112892764.49375537,73987.87372199,-300.89671169,46.11573539,126803480.35961987,-79219.16723837,-107.54759239,74.24641125
118,0.04872970,0.04914619,147264656.85774362,-67069.30806946,-298.01517664,45.99509217,-126803480.35969198,79219.16723845,-107.54759239,74.19703780
119,0.04914619,0.04956268,-184428435.22075206,116934.84460577,-277.24652335,45.86997613,126803480.35965034,-79219.16723846,-107.54759239,74.15682559
120,0.04956268,0.04997918,181677455.65525636,-113504.68295035,-275.81788460,45.76146463,-126803480.35960890,79219.16723840,-107.54759239,74.10745213
121,0.04997918,0.05039567,-184394194.09710568,113497.55235401,-275.82085444,45.64002488,126803480.35968116,-79219.16723841,-107.54759239,74.06723992
122,0.05039567,0.05081216,147127692.36316144,-116899.19162405,-277.23761382,45.53151337,-126803480.35981500,79219.16723849,-107.54759239,74.01786646
123,0.05081216,0.05122865,-112379147.63917059,66933.82673892,-298.04784492,45.40639734,126803480.35988563,-79219.16723858,-107.54759239,73.97765425
124,0.05122865,0.05164515,144647149.48640767,-73481.60138166,-300.77494807,45.28575411,-126803480.35983633,79219.16723858,-107.54759239,73.92828080
125,0.05164515,0.05206164,-174472022.58999097,107252.02979669,-286.70979671,45.15818723,126803480.35976587,-79219.16723852,-107.54759239,73.88806859
126,0.05206164,0.05247813,144469312.50354806,-110747.16544278,-288.16549668,45.04477402,-126803480.35972999,79219.16723849,-107.54759239,73.83869513
127,0.05247813,0.05289463,-111667799.70812465,69764.26209184,-305.23459429,44.91598170,126803480.35965641,-79219.16723847,-107.54759239,73.79848292
128,0.05289463,0.05331112,144460137.62213287,-69762.35145434,-305.23379852,44.79288763,-126803480.35959464,79219.16723840,-107.54759239,73.74910946
129,0.05331112,0.05372761,-174435323.06423262,110737.61225512,-288.16788399,44.66409531,126803480.35961823,-79219.16723839,-107.54759239,73.70889726
130,0.05372761,0.05414411,144509526.26498672,-107215.72768353,-286.70104326,44.55068210,-126803480.35957809,79219.16723843,-107.54759239,73.65952380
131,0.05414411,0.05456060,-111865354.27954213,73345.94611695,-300.80757453,44.42311522,126803480.35939279,-79219.16723834,-107.54759239,73.61931159
132,0.05456060,0.05497709,145210142.14626572,-66427.50779335,-297.92609251,44.30247199,-126803480.35928300,79219.16723820,-107.54759239,73.56993813
133,0.05497709,0.05539359,-177237786.58944559,115009.57110661,-277.69199700,44.17735596,126803480.35942163,-79219.16723821,-107.54759239,73.52972592
134,0.05539359,0.05581008,154969375.84180459,-106445.38923006,-274.12507411,44.06884445,-126803480.35969280,79219.16723837,-107.54759239,73.48035246
135,0.05581008,0.05622657,-150902289.06160191,87185.65097211,-282.14662274,43.94740470,126803480.35985269,-79219.16723854,-107.54759239,73.44014026
136,0.05622657,0.05664307,161142722.27738321,-101363.64814692,-288.05166113,43.83411403,-126803480.35982713,79219.16723857,-107.54759239,73.39076680
137,0.05664307,0.05705956,-144262145.92286855,99980.86115427,-288.62758241,43.70820147,126803480.35976225,-79219.16723851,-107.54759239,73.35055459
138,0.05705956,0.05747605,128408803.28687312,-80271.71600884,-280.41885890,43.59491080,-126803480.35972393,79219.16723849,-107.54759239,73.30118113
139,0.05747605,0.05789254,-143785405.09515157,80172.43636960,-280.46020818,43.47347105,126803480.35963608,-79219.16723846,-107.54759239,73.26096892
140,0.05789254,0.05830904,159235758.96612403,-99484.46295796,-288.50353454,43.36018038,-126803480.35952026,79219.16723838,-107.54759239,73.21159547
141,0.05830904,0.05872553,-143751176.64368966,99477.33500055,-288.50650329,43.23426782,126803480.35953763,-79219.16723832,-107.54759239,73.17138326
142,0.05872553,0.05914202,128271889.48102283,-80136.79658257,-280.45130195,43.12097715,-126803480.35972261,79219.16723840,-107.54759239,73.12200980
143,0.05914202,0.05955852,-143748719.15093002,80136.28481813,-280.45151510,42.99953740,126803480.35985500,-79219.16723855,-107.54759239,73.08179759
144,0.05955852,0.05997501,159225928.99547940,-99474.77617846,-288.50586385,42.88624673,-126803480.35980698,79219.16723857,-107.54759239,73.03242413
145,0.05997501,0.06039150,-143748542.70592457,99474.73943439,-288.50587915,42.76033417,126803480.35967885,-79219.16723849,-107.54759239,72.99221192
146,0.06039150,0.06080800,128271183.70100096,-80136.10109780,-280.45146918,42.64704351,-126803480.35960808,79219.16723841,-107.54759239,72.94283847
147,0.06080800,0.06122449,-143748529.96860430,80136.09844531,-280.45147029,42.52560375,126803480.35964985,-79219.16723840,-107.54759239,72.90262626
148,0.06122449,0.06164098,159225878.04580843,-99474.72617185,-288.50587584,42.41231308,-126803480.35969082,79219.16723846,-107.54759239,72.85325280
149,0.06164098,0.06205748,-143748528.08897004,99474.72578043,-288.50587600,42.28640052,126803480.35961610,-79219.16723845,-107.54759239,72.81304059
150,0.06205748,0.06247397,128271176.18243545,-80136.09648818,-280.45146980,42.17310986,-126803480.35948303,79219.16723837,-107.54759239,72.76366713
151,0.06247397,0.06289046,-143748514.51122987,80136.09366064,-280.45147098,42.05167010,126803480.35941736,-79219.16723829,-107.54759239,72.72345493
152,0.06289046,0.06330696,159225823.73504433,-99474.71164286,-288.50587247,41.93837943,-126803480.35948618,79219.16723829,-107.54759239,72.67408147
153,0.06330696,0.06372345,-143748326.30329400,99474.67244924,-288.50588879,41.81246688,126803480.35961938,-79219.16723837,-107.54759239,72.63386926
154,0.06372345,0.06413994,128270423.35032195,-80135.89769232,-280.45142201,41.69917621,-126803480.35969114,79219.16723845,-107.54759239,72.58449580
155,0.06413994,0.06455643,-143745704.96842375,80135.35180830,-280.45164936,41.57773645,126803480.35964805,-79219.16723846,-107.54759239,72.54428359
156,0.06455643,0.06497293,159215338.39605492,-99471.94302939,-288.50520672,41.46444579,-126803480.35960053,79219.16723840,-107.54759239,72.49491014
157,0.06497293,0.06538942,-143709194.49053493,99464.33984782,-288.50837340,41.33853323,126803480.35965018,-79219.16723840,-107.54759239,72.45469793
158,0.06538942,0.06580591,128124381.43886888,-80097.33590046,-280.44214934,41.22524256,-126803480.35969934,79219.16723846,-107.54759239,72.40532447
159,0.06580591,0.06622241,-143200669.13576317,79991.43724265,-280.48625541,41.10380280,126803480.35965018,-79219.16723846,-107.54759239,72.36511226
160,0.06622241,0.06663890,157181236.97706223,-98934.84655880,-288.37605521,40.99051214,-126803480.35960071,79219.16723840,-107.54759239,72.31573880
161,0.06663890,0.06705539,-136117824.64742413,97459.86853124,-288.99037342,40.86459958,126803480.35964872,-79219.16723840,-107.54759239,72.27552659
162,0.06705539,0.06747189,99793003.48541503,-72616.54710486,-278.64330077,40.75130891,-126803480.35969360,79219.16723846,-107.54759239,72.22615314
163,0.06747189,0.06788838,-103616292.75175841,52072.75337671,-287.19964968,40.62986916,126803480.35962790,-79219.16723846,-107.54759239,72.18594093
164,0.06788838,0.06830487,148449679.63699120,-77393.66822065,-297.74563670,40.51179932,-126803480.35951829,79219.16723838,-107.54759239,72.13656747
165,0.06830487,0.06872137,-149256710.84885144,108091.14598633,-284.96034817,40.38509024,126803480.35953729,-79219.16723832,-107.54759239,72.09635526
166,0.06872137,0.06913786,152599366.45329264,-78402.03708179,-272.59503834,40.27437296,-126803480.35972393,79219.16723840,-107.54759239,72.04698180
167,0.06913786,0.06955435,-177884066.42585406,112267.72525052,-258.49021195,40.15826382,126803480.35986106,-79219.16723855,-107.54759239,72.00676960
168,0.06955435,0.06997085,141684531.70240590,-109994.74841777,-257.54353272,40.05722741,-126803480.35983008,79219.16723857,-107.54759239,71.95739614
169,0.06997085,0.07038734,-105597371.84530577,67037.15291802,-275.43507603,39.94111826,126803480.35976422,-79219.16723851,-107.54759239,71.91718393
170,0.07038734,0.07080383,114482467.79399900,-64904.58616400,-274.54687663,39.83040099,-126803480.35972999,79219.16723849,-107.54759239,71.86781047
171,0.07080383,0.07122032,-135225576.37902039,78138.89712713,-269.03487707,39.71306642,126803480.35965823,-79219.16723847,-107.54759239,71.82759826
172,0.07122032,0.07163682,130442040.41686100,-90822.67269256,-274.31758242,39.60480000,-126803480.35960284,79219.16723840,-107.54759239,71.77822481
173,0.07163682,0.07205331,-111766635.92766961,72161.96756175,-282.08963787,39.48421804,126803480.35964854,-79219.16723840,-107.54759239,71.73801260
174,0.07205331,0.07246980,141921276.23099041,-67488.13980310,-280.14302073,39.37117246,-126803480.35969149,79219.16723846,-107.54759239,71.68863914
175,0.07246980,0.07288630,-181142519.63533941,109839.56894032,-262.50394154,39.25304136,126803480.35961922,-79219.16723845,-107.54759239,71.64842693
176,0.07288630,0.07330279,156915695.58454955,-116494.27483561,-265.27558081,39.14967664,-126803480.35948552,79219.16723837,-107.54759239,71.59905347
177,0.07330279,0.07371928,-105594547.75510803,79568.65175899,-280.65484907,39.03032011,126803480.35941474,-79219.16723829,-107.54759239,71.55884126
178,0.07371928,0.07413578,99240007.55096284,-52369.55868054,-269.32661371,38.91960284,-126803480.35946374,79219.16723828,-107.54759239,71.50946781
179,0.07413578,0.07455227,-131927585.90606812,71628.78478172,-261.30527839,38.80551564,126803480.35953288,-79219.16723835,-107.54759239,71.46925560
180,0.07455227,0.07496876,140973277.94579750,-93212.01393473,-270.29454501,38.69957753,-126803480.35956334,79219.16723837,-107.54759239,71.41988214
181,0.07496876,0.07538526,-148708837.33846024,82931.19049567,-274.57643733,38.58101753,126803480.35961710,-79219.16723839,-107.54759239,71.37966993
182,0.07538526,0.07580175,157884274.10262460,-102877.43591640,-282.88391147,38.47030026,-126803480.35960431,79219.16723844,-107.54759239,71.33029647
183,0.07580175,0.07621824,-141902544.12438697,94395.70956792,-286.41649221,38.34604203,126803480.35949962,-79219.16723837,-107.54759239,71.29008427
184,0.07621824,0.07663474,113748105.08980003,-82908.59379449,-281.63218743,38.23287390,-126803480.35948700,79219.16723831,-107.54759239,71.24071081
185,0.07663474,0.07705123,-95982953.28324620,59217.31843766,-291.49944080,38.10941219,126803480.35954040,-79219.16723835,-107.54759239,71.20049860
186,0.07705123,0.07746772,103961220.15836075,-60711.40286585,-292.12171670,37.99134236,-126803480.35957138,79219.16723837,-107.54759239,71.15112514
187,0.07746772,0.07788421,-102755004.39853089,69185.99841490,-288.59210589,37.86665523,126803480.35964067,-79219.16723839,-107.54759239,71.11091293
188,0.07788421,0.07830071,140836309.55074474,-59204.26114178,-284.43478092,37.75103625,-126803480.35969149,79219.16723846,-107.54759239,71.06153947
189,0.07830071,0.07871720,-177333545.26559114,116767.80410279,-260.45996086,37.63247625,126803480.35962740,-79219.16723846,-107.54759239,71.02132727
190,0.07871720,0.07913369,151245503.96350828,-104806.80472552,-255.47828681,37.53143985,-126803480.35951796,79219.16723838,-107.54759239,70.97195381
191,0.07913369,0.07955019,-144391782.04968429,84171.33433759,-264.07281842,37.41778155,126803480.35953663,-79219.16723832,-107.54759239,70.93174160
192,0.07955019,0.07996668,130343826.92981139,-96243.22049333,-269.10067604,37.31196598,-126803480.35972162,79219.16723840,-107.54759239,70.88236814
193,0.07996668,0.08038317,-102207576.30860962,66618.70403371,-281.43908357,37.19260945,126803480.35985269,-79219.16723855,-107.54759239,70.84215593
194,0.08038317,0.08079967,103783251.24170239,-61087.55541062,-279.13539818,37.07956387,-126803480.35979880,79219.16723857,-107.54759239,70.79278248
195,0.08079967,0.08121616,-104299244.88414454,68587.47737785,-276.01173222,36.96020734,126803480.35964790,-79219.16723848,-107.54759239,70.75257027
196,0.08121616,0.08163265,138710501.23224524,-61732.27882891,-273.15658913,36.84961261,-126803480.35949239,79219.16723838,-107.54759239,70.70319681
197,0.08163265,0.08204915,-175766810.68437710,111583.63274824,-252.39384281,36.73515779,126803480.35941474,-79219.16723829,-107.54759239,70.66298460
198,0.08204915,0.08246564,138623634.78003466,-108033.37352129,-250.91518424,36.63669478,-126803480.35945603,79219.16723828,-107.54759239,70.61361114
199,0.08246564,0.08288213,-103951779.07530412,65174.00021470,-268.76581869,36.52346538,126803480.35950190,-79219.16723834,-107.54759239,70.57339893
200,0.08288213,0.08329863,102480254.45855135,-64711.60462741,-268.57323410,36.41532151,-126803480.35944767,79219.16723834,-107.54759239,70.52402548
201,0.08329863,0.08371512,-97343054.98494415,63335.36054362,-269.14643030,36.29964126,126803480.35938165,-79219.16723827,-107.54759239,70.48381327
202,0.08371512,0.08413161,112188738.41849846,-58292.77979575,-267.04623008,36.19149738,-126803480.35936853,79219.16723826,-107.54759239,70.43443981
203,0.08413161,0.08454810,-142785714.91518852,81884.73592915,-257.22034247,36.07826798,126803480.35938165,-79219.16723826,-107.54759239,70.39422760
204,0.08454810,0.08496460,154495584.75932401,-96523.07112856,-263.31710849,35.97502581,-126803480.35944749,79219.16723827,-107.54759239,70.34485414
205,0.08496460,0.08538109,-142751648.35236439,96515.97688393,-263.32006319,35.85977446,126803480.35950108,-79219.16723834,-107.54759239,70.30464194
206,0.08538109,0.08579758,112052472.16690689,-81849.26470587,-257.21147836,35.75653229,-126803480.35945307,79219.16723834,-107.54759239,70.25526848
207,0.08579758,0.08621408,-96832056.54110916,58157.98914699,-267.07873182,35.64330289,126803480.35940409,-79219.16723828,-107.54759239,70.21505627
208,0.08621408,0.08663057,100572526.93470459,-62831.66917176,-269.02528743,35.53515901,-126803480.35945307,79219.16723828,-107.54759239,70.16568281
